site_number,state,runway_id,runway_length,runway_width,runway_surface_type_condition,runway_surface_treatment,pavement_class,edge_lights_intensity,base_end_id,base_end_true_alignment,base_end_ils_type,base_end_right_traffic_pattern,base_end_markings_type,base_end_markings_condition,base_end_physical_latitude,base_end_physical_latitude_s,base_end_physical_longitude,base_end_physical_longitude_s,base_end_physical_elevation,base_end_crossing_height,base_end_glide_path_angle,base_end_displaced_latitude,base_end_displaced_latitude_s,base_end_displaced_longitude,base_end_displaced_longitude_s,base_end_displaced_elevation,base_end_displaced_length,base_end_tdz_elevation,base_end_vasi,base_end_rvr,base_end_rvv,base_end_als,base_end_reil,base_end_centerline_lights,base_end_touchdown_lights,base_end_object_description,base_end_object_mark_light,base_end_part77_category,base_end_object_clear_slope,base_end_object_height,base_end_object_distance,base_end_object_offset,reciprocal_end_id,reciprocal_end_true_alignment,reciprocal_end_ils_type,reciprocal_end_right_traffic_pattern,reciprocal_end_markings_type,reciprocal_end_markings_condition,reciprocal_end_physical_latitude,reciprocal_end_physical_latitude_s,reciprocal_end_physical_longitude,reciprocal_end_physical_longitude_s,reciprocal_end_physical_elevation,reciprocal_end_crossing_height,reciprocal_end_glide_path_angle,reciprocal_end_displaced_latitude,reciprocal_end_displaced_latitude_s,reciprocal_end_displaced_longitude,reciprocal_end_displaced_longitude_s,reciprocal_end_displaced_elevation,reciprocal_end_displaced_length,reciprocal_end_tdz_elevation,reciprocal_end_vasi,reciprocal_end_rvr,reciprocal_end_rvv,reciprocal_end_als,reciprocal_end_reil,reciprocal_end_centerline_lights,reciprocal_end_touchdown_lights,reciprocal_end_object_description,reciprocal_end_object_mark_light,reciprocal_end_part77_category,reciprocal_end_object_clear_slope,reciprocal_end_object_height,reciprocal_end_object_distance,reciprocal_end_object_offset,runway_length_source,runway_length_source_date,runway_weight_bearing_capacity_sw,runway_weight_bearing_capacity_dw,runway_weight_bearing_capacity_dt,runway_weight_bearing_capacity_ddt,base_end_gradient,base_end_gradient_direction,base_end_position_source,base_end_position_source_date,base_end_elevation_source,base_end_elevation_source_date,base_end_displaced_threshold_position_source,base_end_displaced_threshold_position_source_date,base_end_displaced_threshold_elevation_source,base_end_displaced_threshold_elevation_source_date,base_end_touchdown_zone_elevation_source,base_end_touchdown_zone_elevation_source_date,base_end_take_off_run_available_tora,base_end_take_off_distance_available_toda,base_end_aclt_stop_distance_available_asda,base_end_landing_distance_available_lda,base_end_landing_distance_available_lahso,base_end_landing_distance_available_lahso_int_rwy_id,base_end_landing_distance_available_lahso_int_entity_desc,base_end_landing_distance_available_lahso_hld_pt_latitude,base_end_landing_distance_available_lahso_hld_pt_latitude_s,base_end_landing_distance_available_lahso_hld_pt_longitude,base_end_landing_distance_available_lahso_hld_pt_longitude_s,base_end_landing_distance_available_lahso_coord_src,base_end_landing_distance_available_lahso_coord_src_date,reciprocal_end_gradient,reciprocal_end_gradient_direction,reciprocal_end_position_source,reciprocal_end_position_source_date,reciprocal_end_elevation_source,reciprocal_end_elevation_source_date,reciprocal_end_displaced_threshold_position_source,reciprocal_end_displaced_threshold_position_source_date,reciprocal_end_displaced_threshold_elevation_source,reciprocal_end_displaced_threshold_elevation_source_date,reciprocal_end_touchdown_zone_elevation_source,reciprocal_end_touchdown_zone_elevation_source_date,reciprocal_end_take_off_run_available_tora,reciprocal_end_take_off_distance_available_toda,reciprocal_end_aclt_stop_distance_available_asda,reciprocal_end_landing_distance_available_lda,reciprocal_end_landing_distance_available_lahso,reciprocal_end_landing_distance_available_lahso_int_rwy_id,reciprocal_end_landing_distance_available_lahso_int_entity_desc,reciprocal_end_landing_distance_available_lahso_hld_pt_latitude,reciprocal_end_landing_distance_available_lahso_hld_pt_latitude_s,reciprocal_end_landing_distance_available_lahso_hld_pt_longitude,reciprocal_end_landing_distance_available_lahso_hld_pt_longitude_s,reciprocal_end_landing_distance_available_lahso_coord_src,reciprocal_end_landing_distance_available_lahso_coord_src_date
50905.2*A,AK,10/28,6000,150,ASPH-G,GRVD,49 /F/B/X/T,HIGH,10,121,LDA/DME,N,PIR,G,56-29-18.9564N,203358.9564N,132-22-56.9970W,476576.9970W,27,52,3,,,,,,,27,V4L,,,,Y,,,HILL,,C,34,270,700,1150R,28,301,,Y,PIR,G,56-28-48.1738N,203328.1738N,132-21-25.7858W,476485.7858W,44,52,3,,,,,,,44,V4L,,,,Y,,,,,B(V),20,,,,STATE,2015-04-02 00:00:00,75,175,175,,,,STATE,2015-04-03 00:00:00,STATE,2015-04-03 00:00:00,,,,,AVN,2011-04-11 00:00:00,,,,,,,,,,,,,,,,STATE,2015-04-03 00:00:00,STATE,2015-04-03 00:00:00,,,,,AVN,2011-04-11 00:00:00,,,,,,,,,,,,,
50918.1*A,AK,05/23,3600,170,GRAVEL-F,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,TREES,,,0,40,0,125L/R,23,,,,,,,,,,,,,,,,,,,,,,,,,,,TREES,,,0,42,0,95L/R,STATE,2013-05-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50920.*A,AK,02/20,6475,150,CONC-G,,59 /R/C/X/T,HIGH,02,45,,Y,NPI,G,59-29-46.5966N,214186.5966N,139-41-05.5267W,502865.5267W,21.3,27,3,59-29-56.2650N,214196.2650N,139-40-46.5253W,502846.5253W,24.6,1388,31.7,P4R,,,,Y,,,BRUSH,,C,20,42,1040,0B,20,225,,N,NPI,G,59-30-31.7014N,214231.7014N,139-39-36.8430W,502776.8430W,36.9,29,3,,,,,,,37,P4L,,,,Y,,,BRUSH,,B(V),33,15,500,0B,3RD PARTY SURVEY,2015-06-11 00:00:00,38,107,200,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,6475,6475,6475,5087,,,,,,,,,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,5087,5087,6475,6475,,,,,,,,,
50920.*A,AK,11/29,7732,150,ASPH-G,GRVD,53 /F/B/X/T,HIGH,11,135,ILS,N,PIR,G,59-30-41.2455N,214241.2455N,139-39-52.8923W,502792.8923W,39.7,56,3,,,,,,,39.5,P4L,T,N,MALSR,,,,,,PIR,50,,,,29,315,,Y,PIR,G,59-29-47.3799N,214187.3799N,139-38-06.9866W,502686.9866W,33.1,51,3,,,,,,,32.2,P4L,R,,MALSR,,,,TREES,,D,29,55,1800,0B,3RD PARTY SURVEY,2015-06-11 00:00:00,38,107,200,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,3RD PARTY SURVEY,2015-06-11 00:00:00,,,,,3RD PARTY SURVEY,2015-06-11 00:00:00,,,,,,,,,,,,,
50920.01*A,AK,05/23,2100,35,TURF-F,,,,05,,,N,NSTD,,59-24-48.3800N,213888.3800N,139-02-20.5200W,500540.5200W,113,,,,,,,,,,,,,,,,,TREE,,A(V),0,30,0,87L/R,23,,,N,NSTD,,59-24-55.2700N,213895.2700N,139-01-42.2700W,500502.2700W,113,,,,,,,,,,,,,,,,,TREE,,A(V),0,66,0,70L/R,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,
50920.1*A,AK,13/31,2150,10,TURF-P,,,,13,,,N,NSTD,,59-33-19.8700N,214399.8700N,139-30-45.8700W,502245.8700W,60,,,,,,,,,,,,,,,,,TREE,,A(V),0,70,0,80L/R,31,,,N,NSTD,,59-33-00.8000N,214380.8000N,139-30-27.7300W,502227.7300W,58,,,,,,,,,,,,,,,,,TREE,,A(V),0,70,0,120L/R,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,
50920.11*A,AK,12/30,1900,10,TURF-G,,,,12,,,N,NSTD,,59-15-06.6300N,213306.6300N,138-30-24.2100W,498624.2100W,183,,,,,,,,,,,,N,,N,N,N,TREE,,A(V),0,23,0,67L,30,,,N,NSTD,,59-14-50.4700N,213290.4700N,138-30-05.7800W,498605.7800W,168,,,,,,,,,,,,N,,N,N,N,BRUSH,,A(V),0,8,0,45L/R,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,
50920.12*C,AK,NE/SW,7500,2000,WATER,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,2010-10-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50920.12*C,AK,NW/SE,7500,2000,WATER,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,2010-10-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50920.31*A,AK,07/25,1860,12,TURF-F,,,,07,,,N,NSTD,,,,,,,,,,,,,,,,,,,,,,,TREE,,A(V),1,16,15,118R,25,,,N,NSTD,,,,,,,,,,,,,,,,,,,,,,,TREE,,A(V),0,41,0,90L/R,STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50920.32*A,AK,02/20,1500,10,TURF-F,,,,02,,,N,,,59-07-30.2000N,212850.2000N,138-24-43.2900W,498283.2900W,34,,,,,,,,,,,,,,,,,TREES,,A(V),0,40,0,100L/R,20,,,N,,,59-07-39.0500N,212859.0500N,138-24-20.3000W,498260.3000W,39,,,,,,,,,,,,,,,,,TREES,,A(V),0,37,0,58R,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2016-02-09 00:00:00,FAA OE/AAA,2016-02-09 00:00:00,,,,,,,,,,,,,,,,,,,
50925.1*A,AK,13/31,1560,16,TURF-DIRT-P,,,,13,,,N,,,,,,,,,,,,,,,,,,,,,,,,TREES,,A(V),0,45,0,75L/R,31,,,Y,,,,,,,,,,,,,,,,,,,,,,,,TREES,,A(V),0,33,0,0B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50928.*C,AK,E/W,5000,2000,WATER,,,,E,,,N,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,W,,,N,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50990.*A,AK,01/19,3900,80,GRAVEL-P,,,,01,,,,,,65-18-25.3800N,235105.3800N,143-08-27.8400W,515307.8400W,867,,,,,,,,,,,,,,,,,ROAD,,A(V),0,15,0,20R,19,,,,,,65-18-57.5700N,235137.5700N,143-07-37.8200W,515257.8200W,855,,,,,,,,,,,,,,,,,ROAD,,A(V),0,15,0,20L,,,,,,,,,FAA OE/AAA,2015-10-22 00:00:00,FAA OE/AAA,2015-10-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2015-10-22 00:00:00,FAA OE/AAA,2015-10-22 00:00:00,,,,,,,,,,,,,,,,,,,
51510.*A,GU,06L/24R,12017,150,ASPH-CONC-G,GRVD,69 /F/B/X/U,HIGH,06L,65,ILS/DME,,PIR,F,13-28-39.8522N,048519.8522N,144-46-53.1231E,521213.1231E,233.6,73,3,13-28-44.0646N,048524.0646N,144-47-02.3333E,521222.3333E,240.1,1003,256.3,P4L,,N,MALSR,N,N,N,,,PIR,50,,,,24R,245,,Y,PIR,F,13-29-30.3057N,048570.3057N,144-48-43.4525E,521323.4525E,304.5,75,3,,,,,,,304.5,P4L,,N,,N,N,N,,,C,34,,,,3RD PARTY SURVEY,2013-02-28 00:00:00,135,235,390,780,,,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,12015,12015,12015,11015,,,,,,,,,,,,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,,,,,3RD PARTY SURVEY,2013-02-28 00:00:00,12015,12015,12015,12015,,,,,,,,,
51510.*A,GU,06R/24L,10014,150,ASPH-CONC-G,GRVD,69 /F/B/X/U,HIGH,06R,65,ILS/DME,N,PIR,F,13-28-37.7713N,048517.7713N,144-47-05.3307E,521225.3307E,231.1,76,3,,,,,,,258,P4R,,N,MALSR,Y,N,N,,,PIR,50,,,,24L,245,,Y,PIR,F,13-29-19.8177N,048559.8177N,144-48-37.2722E,521317.2722E,300.7,75,3,13-29-15.6044N,048555.6044N,144-48-28.0576E,521308.0576E,293.1,1004,293.1,P4L,,,,,,N,HILL,,C,29,220,6600,1200L,3RD PARTY SURVEY,2013-02-28 00:00:00,135,235,390,780,,,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,,,,,3RD PARTY SURVEY,2013-02-28 00:00:00,10014,10014,10014,10014,,,,,,,,,,,,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,3RD PARTY SURVEY,2013-02-28 00:00:00,10014,10014,10014,9014,,,,,,,,,
51513.7*A,AS,12/30,2350,75,CONC-G,GRVD,7 /R/C/Z/U,MED,12,134,,,BSC,G,14-12-48.7206S,051168.7206S,169-25-34.6765W,609934.6765W,105.1,39,3,,,,,,,110,P2L,,,,Y,,,,,A(V),50,,,,30,314,,,BSC,G,14-13-04.8648S,051184.8648S,169-25-17.4448W,609917.4448W,105,39,3,,,,,,,110,P2L,,,,Y,,,,,A(V),50,,,,3RD PARTY SURVEY,1995-01-30 00:00:00,12.5,,,,,,3RD PARTY SURVEY,1995-01-30 00:00:00,3RD PARTY SURVEY,1995-01-30 00:00:00,,,,,3RD PARTY SURVEY,1995-01-30 00:00:00,2350,2350,2350,2350,,,,,,,,,,,,3RD PARTY SURVEY,1995-01-30 00:00:00,3RD PARTY SURVEY,1995-01-30 00:00:00,,,,,3RD PARTY SURVEY,1995-01-30 00:00:00,2350,2350,2350,2350,,,,,,,,,
51514.*H,CQ,H1,45,45,CONC-G,,,,H1,,,,,,15-12-35.1100N,054755.1100N,145-43-28.4000E,524608.4000E,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2016-12-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51523.2*A,CQ,06/24,7001,100,CONC-F,,67 /R/A/X/T,MED,06,68,,,PIR,F,15-07-05.4841N,054425.4841N,145-43-17.6384E,524597.6384E,210.9,43,3,,,,,,,210.9,PSIL,,,MALSR,N,,,,,B(V),34,,,,24,248,,,PIR,F,15-07-31.5709N,054451.5709N,145-44-23.8646E,524663.8646E,207.6,43,3,,,,,,,207.8,PSIL,,,,N,,,,,B(V),34,,,,,,,,,,,,3RD PARTY SURVEY,2010-01-26 00:00:00,3RD PARTY SURVEY,2010-01-26 00:00:00,,,,,3RD PARTY SURVEY,2010-01-26 00:00:00,7000,6800,6645,,,,,,,,,,,,,3RD PARTY SURVEY,2010-01-26 00:00:00,3RD PARTY SURVEY,2010-01-26 00:00:00,,,,,3RD PARTY SURVEY,2010-01-26 00:00:00,6400,7000,6302,,,,,,,,,,
51523.2*A,CQ,07/25,8700,200,ASPH-F,GRVD,67 /F/A/X/T,HIGH,07,68,ILS/DME,Y,PIR,F,15-06-52.1060N,054412.1060N,145-43-04.5710E,524584.5710E,210,57,3,,,,,,,215.1,PSIL,,N,MALSR,N,N,N,,,PIR,50,,,,25,248,,N,PIR,F,15-07-24.7020N,054444.7020N,145-44-26.7940E,524666.7940E,210,75,3,,,,,,,210.1,P4L,,N,,Y,N,N,,,C,50,,,,,,87,175,350,690,,,,,,,,,,,AVN,2011-04-11 00:00:00,8700,8700,8520,8700,,,,,,,,,,,,,,,,,,,,AVN,2011-04-11 00:00:00,8500,8500,8250,8700,,,,,,,,,
51524.1*A,AS,08/26,2000,60,CONC-F,WC,7 /R/C/Z/U,,08,98,,,BSC,F,14-11-02.3660S,051062.3660S,169-40-22.1630W,610822.1630W,8.5,,,,,,,,,,,,N,,N,N,N,TREE,,A(V),0,10,200,100L,26,278,,,BSC,F,14-11-04.9580S,051064.9580S,169-40-02.0080W,610802.0080W,8.8,,,,,,,,,,,,N,,N,N,N,TREE,,A(V),12,30,400,100R,,,12.5,12.5,,,,,,,,,,,,,,,2000,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,2000,,,,,,,,,
51525.*A,AS,05/23,10000,150,ASPH-G,GRVD,60 /F/A/W/T,HIGH,05,60,ILS/DME,Y,PIR,G,14-20-25.8170S,051625.8170S,170-43-30.8430W,614610.8430W,31.9,57,3.25,14-20-20.8820S,051620.8820S,170-43-22.0200W,614602.0200W,30,1000,31.9,P4L,,N,MALSR,N,N,N,HILL,L,PIR,27,446,12200,1000L,23,240,,N,PIR,G,14-19-36.4700S,051576.4700S,170-42-02.6130W,614522.6130W,9.3,75,3,14-19-40.4180S,051580.4180S,170-42-09.6710W,614529.6710W,9,800,9,P4L,,N,,N,N,N,FENCE,L,B(V),12,8,300,,STATE,2002-02-08 00:00:00,75,170,250,600,,,NACO,2002-05-08 00:00:00,AVN,2004-03-26 00:00:00,NACO,2002-05-08 00:00:00,AVN,2004-03-26 00:00:00,AVN,2004-03-26 00:00:00,9200,10200,9200,8200,,,,,,,,,,,,NGS,1995-01-19 00:00:00,NGS,1995-01-19 00:00:00,NACO,2002-10-28 00:00:00,AVN,2004-03-26 00:00:00,AVN,2011-04-11 00:00:00,10000,10000,10000,9200,,,,,,,,,
51525.*A,AS,08/26,3800,100,ASPH-G,GRVD,45 /F/A/W/T,HIGH,08,90,,Y,NPI,G,14-19-35.1280S,051575.1280S,170-42-46.7450W,614566.7450W,8.3,,,,,,,,,6.1,,,N,,N,N,N,,,A(V),,,,,26,270,,N,NPI,G,14-19-35.1040S,051575.1040S,170-42-08.0940W,614528.0940W,5.3,,,,,,,,,6.2,,,N,,N,N,N,,,A(V),50,,,,STATE,1996-12-12 00:00:00,75,150,230,550,,,NGS,1995-01-19 00:00:00,NGS,1995-01-19 00:00:00,,,,,AVN,2011-04-11 00:00:00,3800,3800,3800,3800,,,,,,,,,,,,NGS,1995-01-19 00:00:00,NGS,1995-01-19 00:00:00,,,,,AVN,2011-04-11 00:00:00,3800,3800,3800,3800,,,,,,,,,
51531.*A,CQ,09/27,7000,150,ASPH-G,GRVD,57 /F/A/X/T,MED,09,92,,N,NPI,G,14-10-28.7771N,051028.7771N,145-13-52.4936E,522832.4936E,585.7,45,3,,,,,,,594,P4L,,N,,Y,N,N,,,C,50,,,,27,272,,Y,NPI,G,14-10-26.5788N,051026.5788N,145-15-03.6085E,522903.6085E,607.2,45,3,,,,,,,607.2,P4L,,N,,N,N,N,,,C,50,,,,OWNER,2008-04-21 00:00:00,90,130,220,,,,OWNER,2008-04-21 00:00:00,OWNER,2008-04-21 00:00:00,,,,,OWNER,2008-04-21 00:00:00,7000,7000,7000,7000,,,,,,,,,,,,OWNER,2008-04-21 00:00:00,OWNER,2008-04-21 00:00:00,,,,,AVN,2011-04-11 00:00:00,7000,7000,7000,7000,,,,,,,,,
51533.*A,CQ,11/29,1500,120,TURF-GRVL,,,,11,,,N,NONE,,,,,,,,,,,,,,,,,,N,,N,N,N,TREES,,,14,,400,,29,,,N,NONE,,,,,,,,,,,,,,,,,,N,,N,N,N,BRUSH,,,10,,200,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51533.1*A,CQ,08/26,8600,151,ASPH-CONC-G,GRVD,61 /F/A/X/T,MED,08,79,,N,PIR,G,14-59-49.1311N,053989.1311N,145-36-26.5924E,524186.5924E,236.2,43,2.98,,,,,,,242.6,P4L,,N,,Y,N,N,HILL,,C,36,30,1300,0,26,259,,Y,PIR,G,15-00-05.3272N,054005.3272N,145-37-52.7341E,524272.7341E,270,45,2.99,,,,,,,270.7,P4L,,N,,Y,N,N,,,C,50,,,0,3RD PARTY SURVEY,2016-10-04 00:00:00,75,200,400,832,,,3RD PARTY SURVEY,2016-10-04 00:00:00,3RD PARTY SURVEY,2016-10-04 00:00:00,,,,,3RD PARTY SURVEY,2016-10-04 00:00:00,8600,8600,8600,8600,,,,,,,,,,,,3RD PARTY SURVEY,2016-10-04 00:00:00,3RD PARTY SURVEY,2016-10-04 00:00:00,,,,,3RD PARTY SURVEY,2016-10-04 00:00:00,8600,8600,8600,8600,,,,,,,,,
52061.*A,HI,08/26,3606,100,ASPH-G,,,MED,08,90,,N,NPI,F,20-47-44.3085N,074864.3085N,156-01-10.9767W,561670.9767W,77.5,26,3.6,,,,,,,77.5,P2L,,N,,N,N,N,,,B(V),20,,,,26,270,,Y,NPI,F,20-47-44.2786N,074864.2786N,156-00-32.9760W,561632.9760W,53.2,,,,,,,,,69.7,,,N,,N,N,N,,,C,50,,,,,,34,48,80,,,,NGS,1994-03-10 00:00:00,NGS,1994-03-10 00:00:00,,,,,AVN,2011-04-11 00:00:00,,,,,,,,,,,,,,,,NGS,1994-03-10 00:00:00,NGS,1994-03-10 00:00:00,,,,,AVN,2011-04-11 00:00:00,,,,,,,,,,,,,
52080.*A,HI,09/27,2450,60,ASPH-G,,,,09,,,Y,BSC,F,21-53-50.8900N,078830.8900N,159-36-24.3000W,574584.3000W,,,,,,,,,189,,,,N,,N,N,N,,,A(V),50,,,,27,,,N,BSC,F,21-53-47.2100N,078827.2100N,159-35-58.5800W,574558.5800W,,,,,,,,,,,,,N,,N,N,N,,,A(V),50,,,,,,18,,,,,,FAA-EST IMAGERY,2007-04-25 00:00:00,,,,,,,,,2361,2361,2361,2361,,,,,,,,,,,,FAA-EST IMAGERY,2007-04-25 00:00:00,,,,,,,,,2450,2450,2450,2450,,,,,,,,,
52090.*A,HI,07/25,3800,75,ASPH-G,,,MED,07,,,N,NPI,G,20-15-50.4800N,072950.4800N,155-51-55.2600W,561115.2600W,92,29,3,,,,,,,96,P2L,,N,,N,N,N,,,A(V),50,,,,25,,,Y,NPI,G,20-15-58.9600N,072958.9600N,155-51-16.3600W,561076.3600W,79.5,31,3,,,,,,,96,P2L,,N,,N,N,N,HILL,,A(V),12,25,500,120L,,,30,,,,,,FAA-EST IMAGERY,2007-04-25 00:00:00,,,,,,,FAA,2013-08-07 00:00:00,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2007-04-25 00:00:00,,,,,,,FAA,2013-08-07 00:00:00,,,,,,,,,,,,,
52095.*A,HI,03/21,5600,150,ASPH-F,GRVD,69 /F/B/W/T,MED,03,41,,N,NPI,F,19-42-44.9639N,070964.9639N,155-03-44.7803W,558224.7803W,33.3,48,3.25,19-42-47.5848N,070967.5848N,155-03-42.3926W,558222.3926W,33.5,349,33.7,V4L,,N,,Y,N,N,FENCE,,B(V),0,7,200,0B,21,221,,N,NPI,F,19-43-26.9946N,071006.9946N,155-03-06.4865W,558186.4865W,25.4,,,,,,,,,31.4,,,N,,N,N,N,POLE,,C,28,37,1050,20L,NGS,1994-04-08 00:00:00,75,80,140,410,,,NGS,1994-04-08 00:00:00,NGS,1994-04-08 00:00:00,NGS,1994-04-08 00:00:00,NGS,1994-04-08 00:00:00,AVN,2011-04-11 00:00:00,5600,5600,5600,5251,,,,,,,,,,,,NGS,1994-04-08 00:00:00,NGS,1994-04-08 00:00:00,,,,,AVN,2011-04-11 00:00:00,5251,5251,5510,5510,,,,,,,,,
52095.*A,HI,08/26,9800,150,ASPH-G,GRVD,69 /F/B/W/T,HIGH,08,90,,N,PIR,G,19-43-16.9328N,070996.9328N,155-03-27.9882W,558207.9882W,27.3,71,3,,,,,,,30.1,P4R,,N,ODALS,N,N,N,TREE,,B(V),43,32,1400,600R,26,270,ILS/DME,N,PIR,G,19-43-16.9196N,070996.9196N,155-01-45.4051W,558105.4051W,37,70,2.6,,,,,,,37.6,P4L,,N,MALSR,N,N,N,TREE,,PIR,26,25,650,400L,NGS,1994-04-08 00:00:00,75,250,350,850,,,NGS,1994-04-08 00:00:00,NGS,1994-04-08 00:00:00,,,,,AVN,2011-04-11 00:00:00,9800,9800,9800,9800,,,,,,,,,,,,NGS,1994-04-08 00:00:00,NGS,1994-04-08 00:00:00,,,,,AVN,2011-04-11 00:00:00,9800,9800,9800,9800,,,,,,,,,
52161.*A,HI,04L/22R,6952,150,ASPH-F,,31 /F/B/X/T,HIGH,04L,53,,N,NPI,G,21-19-05.9941N,076745.9941N,157-55-23.9494W,568523.9494W,9.8,50,3,,,,,,,10.3,P4L,,N,,Y,N,N,,,C,50,,,,22R,233,,N,NPI,G,21-19-47.4515N,076787.4515N,157-54-25.2248W,568465.2248W,7.4,,,,,,,,,9.7,,,N,,Y,N,N,ANT,,B(V),26,50,1500,20L,NGS,1994-01-22 00:00:00,100,200,400,850,,,3RD PARTY SURVEY,2014-08-26 00:00:00,3RD PARTY SURVEY,2014-08-26 00:00:00,,,,,AVN,2011-04-11 00:00:00,6952,6952,6952,6952,3700,08L/26R,,21-19-28.0608N,076768.0608N,157-54-52.6955W,568492.6955W,FAA-EST,2007-07-12 00:00:00,,,3RD PARTY SURVEY,2014-08-26 00:00:00,3RD PARTY SURVEY,2014-08-08 00:00:00,,,,,AVN,2011-04-11 00:00:00,6952,6952,6952,6952,,,,,,,,,
